idx,case_idx,key,mixture_id,target_source,mixture_relpath,target_relpath,enrollment_relpath
1369,0,422a010t_1.1591_444c020b_-1.1591_422o0312,422a010t_1.1591_444c020b_-1.1591,s1,tt/mix/422a010t_1.1591_444c020b_-1.1591.wav,tt/s1/422a010t_1.1591_444c020b_-1.1591.wav,wsj0/si_dt_05_8k/422/422o0312.wav
1369,1,422a010t_1.1591_444c020b_-1.1591_444c020j,422a010t_1.1591_444c020b_-1.1591,s2,tt/mix/422a010t_1.1591_444c020b_-1.1591.wav,tt/s2/422a010t_1.1591_444c020b_-1.1591.wav,wsj0/si_et_05_8k/444/444c020j.wav
1370,0,422a010v_0.1964_051o020y_-0.1964_422a0109,422a010v_0.1964_051o020y_-0.1964,s1,tt/mix/422a010v_0.1964_051o020y_-0.1964.wav,tt/s1/422a010v_0.1964_051o020y_-0.1964.wav,wsj0/si_dt_05_8k/422/422a0109.wav
1370,1,422a010v_0.1964_051o020y_-0.1964_051o020d,422a010v_0.1964_051o020y_-0.1964,s2,tt/mix/422a010v_0.1964_051o020y_-0.1964.wav,tt/s2/422a010v_0.1964_051o020y_-0.1964.wav,wsj0/si_dt_05_8k/051/051o020d.wav
1371,0,422a010v_2.1792_421o0313_-2.1792_422o030g,422a010v_2.1792_421o0313_-2.1792,s1,tt/mix/422a010v_2.1792_421o0313_-2.1792.wav,tt/s1/422a010v_2.1792_421o0313_-2.1792.wav,wsj0/si_dt_05_8k/422/422o030g.wav
1371,1,422a010v_2.1792_421o0313_-2.1792_421a010y,422a010v_2.1792_421o0313_-2.1792,s2,tt/mix/422a010v_2.1792_421o0313_-2.1792.wav,tt/s2/422a010v_2.1792_421o0313_-2.1792.wav,wsj0/si_dt_05_8k/421/421a010y.wav
1372,0,422a010w_2.3121_22ho0108_-2.3121_422o030l,422a010w_2.3121_22ho0108_-2.3121,s1,tt/mix/422a010w_2.3121_22ho0108_-2.3121.wav,tt/s1/422a010w_2.3121_22ho0108_-2.3121.wav,wsj0/si_dt_05_8k/422/422o030l.wav
1372,1,422a010w_2.3121_22ho0108_-2.3121_22ho0113,422a010w_2.3121_22ho0108_-2.3121,s2,tt/mix/422a010w_2.3121_22ho0108_-2.3121.wav,tt/s2/422a010w_2.3121_22ho0108_-2.3121.wav,wsj0/si_dt_05_8k/22h/22ho0113.wav
1373,0,422a010x_1.0381_053c0111_-1.0381_422o030k,422a010x_1.0381_053c0111_-1.0381,s1,tt/mix/422a010x_1.0381_053c0111_-1.0381.wav,tt/s1/422a010x_1.0381_053c0111_-1.0381.wav,wsj0/si_dt_05_8k/422/422o030k.wav
1373,1,422a010x_1.0381_053c0111_-1.0381_053o020r,422a010x_1.0381_053c0111_-1.0381,s2,tt/mix/422a010x_1.0381_053c0111_-1.0381.wav,tt/s2/422a010x_1.0381_053c0111_-1.0381.wav,wsj0/si_dt_05_8k/053/053o020r.wav
1374,0,422a010x_2.3571_421c0203_-2.3571_422a010m,422a010x_2.3571_421c0203_-2.3571,s1,tt/mix/422a010x_2.3571_421c0203_-2.3571.wav,tt/s1/422a010x_2.3571_421c0203_-2.3571.wav,wsj0/si_dt_05_8k/422/422a010m.wav
1374,1,422a010x_2.3571_421c0203_-2.3571_421a010n,422a010x_2.3571_421c0203_-2.3571,s2,tt/mix/422a010x_2.3571_421c0203_-2.3571.wav,tt/s2/422a010x_2.3571_421c0203_-2.3571.wav,wsj0/si_dt_05_8k/421/421a010n.wav
1375,0,422a010y_0.75209_445c020n_-0.75209_422a010w,422a010y_0.75209_445c020n_-0.75209,s1,tt/mix/422a010y_0.75209_445c020n_-0.75209.wav,tt/s1/422a010y_0.75209_445c020n_-0.75209.wav,wsj0/si_dt_05_8k/422/422a010w.wav
1375,1,422a010y_0.75209_445c020n_-0.75209_445c0212,422a010y_0.75209_445c020n_-0.75209,s2,tt/mix/422a010y_0.75209_445c020n_-0.75209.wav,tt/s2/422a010y_0.75209_445c020n_-0.75209.wav,wsj0/si_et_05_8k/445/445c0212.wav
1376,0,422a010y_1.1872_22hc0109_-1.1872_422a010v,422a010y_1.1872_22hc0109_-1.1872,s1,tt/mix/422a010y_1.1872_22hc0109_-1.1872.wav,tt/s1/422a010y_1.1872_22hc0109_-1.1872.wav,wsj0/si_dt_05_8k/422/422a010v.wav
1376,1,422a010y_1.1872_22hc0109_-1.1872_22ho010q,422a010y_1.1872_22hc0109_-1.1872,s2,tt/mix/422a010y_1.1872_22hc0109_-1.1872.wav,tt/s2/422a010y_1.1872_22hc0109_-1.1872.wav,wsj0/si_dt_05_8k/22h/22ho010q.wav
1377,0,422a010y_1.7024_447c020f_-1.7024_422c020l,422a010y_1.7024_447c020f_-1.7024,s1,tt/mix/422a010y_1.7024_447c020f_-1.7024.wav,tt/s1/422a010y_1.7024_447c020f_-1.7024.wav,wsj0/si_dt_05_8k/422/422c020l.wav
1377,1,422a010y_1.7024_447c020f_-1.7024_447o0309,422a010y_1.7024_447c020f_-1.7024,s2,tt/mix/422a010y_1.7024_447c020f_-1.7024.wav,tt/s2/422a010y_1.7024_447c020f_-1.7024.wav,wsj0/si_et_05_8k/447/447o0309.wav
1378,0,422a010z_0.92211_22hc010s_-0.92211_422a0108,422a010z_0.92211_22hc010s_-0.92211,s1,tt/mix/422a010z_0.92211_22hc010s_-0.92211.wav,tt/s1/422a010z_0.92211_22hc010s_-0.92211.wav,wsj0/si_dt_05_8k/422/422a0108.wav
1378,1,422a010z_0.92211_22hc010s_-0.92211_22hc0102,422a010z_0.92211_22hc010s_-0.92211,s2,tt/mix/422a010z_0.92211_22hc010s_-0.92211.wav,tt/s2/422a010z_0.92211_22hc010s_-0.92211.wav,wsj0/si_dt_05_8k/22h/22hc0102.wav
1379,0,422a0110_0.36986_053o0208_-0.36986_422a010u,422a0110_0.36986_053o0208_-0.36986,s1,tt/mix/422a0110_0.36986_053o0208_-0.36986.wav,tt/s1/422a0110_0.36986_053o0208_-0.36986.wav,wsj0/si_dt_05_8k/422/422a010u.wav
1379,1,422a0110_0.36986_053o0208_-0.36986_053o020c,422a0110_0.36986_053o0208_-0.36986,s2,tt/mix/422a0110_0.36986_053o0208_-0.36986.wav,tt/s2/422a0110_0.36986_053o0208_-0.36986.wav,wsj0/si_dt_05_8k/053/053o020c.wav
1380,0,422a0110_0.53209_420o030s_-0.53209_422c020i,422a0110_0.53209_420o030s_-0.53209,s1,tt/mix/422a0110_0.53209_420o030s_-0.53209.wav,tt/s1/422a0110_0.53209_420o030s_-0.53209.wav,wsj0/si_dt_05_8k/422/422c020i.wav
1380,1,422a0110_0.53209_420o030s_-0.53209_420a0109,422a0110_0.53209_420o030s_-0.53209,s2,tt/mix/422a0110_0.53209_420o030s_-0.53209.wav,tt/s2/422a0110_0.53209_420o030s_-0.53209.wav,wsj0/si_dt_05_8k/420/420a0109.wav
1381,0,422a0110_2.4935_22hc010k_-2.4935_422c020n,422a0110_2.4935_22hc010k_-2.4935,s1,tt/mix/422a0110_2.4935_22hc010k_-2.4935.wav,tt/s1/422a0110_2.4935_22hc010k_-2.4935.wav,wsj0/si_dt_05_8k/422/422c020n.wav
1381,1,422a0110_2.4935_22hc010k_-2.4935_22ho010f,422a0110_2.4935_22hc010k_-2.4935,s2,tt/mix/422a0110_2.4935_22hc010k_-2.4935.wav,tt/s2/422a0110_2.4935_22hc010k_-2.4935.wav,wsj0/si_dt_05_8k/22h/22ho010f.wav
1382,0,422a0113_0.92003_444o0304_-0.92003_422c0210,422a0113_0.92003_444o0304_-0.92003,s1,tt/mix/422a0113_0.92003_444o0304_-0.92003.wav,tt/s1/422a0113_0.92003_444o0304_-0.92003.wav,wsj0/si_dt_05_8k/422/422c0210.wav
1382,1,422a0113_0.92003_444o0304_-0.92003_444c020m,422a0113_0.92003_444o0304_-0.92003,s2,tt/mix/422a0113_0.92003_444o0304_-0.92003.wav,tt/s2/422a0113_0.92003_444o0304_-0.92003.wav,wsj0/si_et_05_8k/444/444c020m.wav
1383,0,422a0114_0.19876_22ha010z_-0.19876_422o0306,422a0114_0.19876_22ha010z_-0.19876,s1,tt/mix/422a0114_0.19876_22ha010z_-0.19876.wav,tt/s1/422a0114_0.19876_22ha010z_-0.19876.wav,wsj0/si_dt_05_8k/422/422o0306.wav
1383,1,422a0114_0.19876_22ha010z_-0.19876_22hc010o,422a0114_0.19876_22ha010z_-0.19876,s2,tt/mix/422a0114_0.19876_22ha010z_-0.19876.wav,tt/s2/422a0114_0.19876_22ha010z_-0.19876.wav,wsj0/si_dt_05_8k/22h/22hc010o.wav
1384,0,422c0202_0.13695_051a050x_-0.13695_422a010s,422c0202_0.13695_051a050x_-0.13695,s1,tt/mix/422c0202_0.13695_051a050x_-0.13695.wav,tt/s1/422c0202_0.13695_051a050x_-0.13695.wav,wsj0/si_dt_05_8k/422/422a010s.wav
1384,1,422c0202_0.13695_051a050x_-0.13695_051a0512,422c0202_0.13695_051a050x_-0.13695,s2,tt/mix/422c0202_0.13695_051a050x_-0.13695.wav,tt/s2/422c0202_0.13695_051a050x_-0.13695.wav,wsj0/si_dt_05_8k/051/051a0512.wav
1385,0,422c0202_0.5371_22ho010j_-0.5371_422o0304,422c0202_0.5371_22ho010j_-0.5371,s1,tt/mix/422c0202_0.5371_22ho010j_-0.5371.wav,tt/s1/422c0202_0.5371_22ho010j_-0.5371.wav,wsj0/si_dt_05_8k/422/422o0304.wav
1385,1,422c0202_0.5371_22ho010j_-0.5371_22ho010t,422c0202_0.5371_22ho010j_-0.5371,s2,tt/mix/422c0202_0.5371_22ho010j_-0.5371.wav,tt/s2/422c0202_0.5371_22ho010j_-0.5371.wav,wsj0/si_dt_05_8k/22h/22ho010t.wav
1386,0,422c0203_0.88605_420c020w_-0.88605_422a010g,422c0203_0.88605_420c020w_-0.88605,s1,tt/mix/422c0203_0.88605_420c020w_-0.88605.wav,tt/s1/422c0203_0.88605_420c020w_-0.88605.wav,wsj0/si_dt_05_8k/422/422a010g.wav
1386,1,422c0203_0.88605_420c020w_-0.88605_420o030n,422c0203_0.88605_420c020w_-0.88605,s2,tt/mix/422c0203_0.88605_420c020w_-0.88605.wav,tt/s2/422c0203_0.88605_420c020w_-0.88605.wav,wsj0/si_dt_05_8k/420/420o030n.wav
1387,0,422c0203_1.0927_050a050o_-1.0927_422o0311,422c0203_1.0927_050a050o_-1.0927,s1,tt/mix/422c0203_1.0927_050a050o_-1.0927.wav,tt/s1/422c0203_1.0927_050a050o_-1.0927.wav,wsj0/si_dt_05_8k/422/422o0311.wav
1387,1,422c0203_1.0927_050a050o_-1.0927_050c0110,422c0203_1.0927_050a050o_-1.0927,s2,tt/mix/422c0203_1.0927_050a050o_-1.0927.wav,tt/s2/422c0203_1.0927_050a050o_-1.0927.wav,wsj0/si_dt_05_8k/050/050c0110.wav
1388,0,422c0204_0.73184_440c0205_-0.73184_422a010w,422c0204_0.73184_440c0205_-0.73184,s1,tt/mix/422c0204_0.73184_440c0205_-0.73184.wav,tt/s1/422c0204_0.73184_440c0205_-0.73184.wav,wsj0/si_dt_05_8k/422/422a010w.wav
1388,1,422c0204_0.73184_440c0205_-0.73184_440o0313,422c0204_0.73184_440c0205_-0.73184,s2,tt/mix/422c0204_0.73184_440c0205_-0.73184.wav,tt/s2/422c0204_0.73184_440c0205_-0.73184.wav,wsj0/si_et_05_8k/440/440o0313.wav
1389,0,422c0206_0.82871_051o020w_-0.82871_422c020x,422c0206_0.82871_051o020w_-0.82871,s1,tt/mix/422c0206_0.82871_051o020w_-0.82871.wav,tt/s1/422c0206_0.82871_051o020w_-0.82871.wav,wsj0/si_dt_05_8k/422/422c020x.wav
1389,1,422c0206_0.82871_051o020w_-0.82871_051a050h,422c0206_0.82871_051o020w_-0.82871,s2,tt/mix/422c0206_0.82871_051o020w_-0.82871.wav,tt/s2/422c0206_0.82871_051o020w_-0.82871.wav,wsj0/si_dt_05_8k/051/051a050h.wav
1390,0,422c0206_0.83994_444o030u_-0.83994_422c0203,422c0206_0.83994_444o030u_-0.83994,s1,tt/mix/422c0206_0.83994_444o030u_-0.83994.wav,tt/s1/422c0206_0.83994_444o030u_-0.83994.wav,wsj0/si_dt_05_8k/422/422c0203.wav
1390,1,422c0206_0.83994_444o030u_-0.83994_444c0206,422c0206_0.83994_444o030u_-0.83994,s2,tt/mix/422c0206_0.83994_444o030u_-0.83994.wav,tt/s2/422c0206_0.83994_444o030u_-0.83994.wav,wsj0/si_et_05_8k/444/444c0206.wav
1391,0,422c0207_0.12316_442c020r_-0.12316_422o030e,422c0207_0.12316_442c020r_-0.12316,s1,tt/mix/422c0207_0.12316_442c020r_-0.12316.wav,tt/s1/422c0207_0.12316_442c020r_-0.12316.wav,wsj0/si_dt_05_8k/422/422o030e.wav
1391,1,422c0207_0.12316_442c020r_-0.12316_442o0313,422c0207_0.12316_442c020r_-0.12316,s2,tt/mix/422c0207_0.12316_442c020r_-0.12316.wav,tt/s2/422c0207_0.12316_442c020r_-0.12316.wav,wsj0/si_et_05_8k/442/442o0313.wav
1392,0,422c0207_0.64331_051c0102_-0.64331_422a010k,422c0207_0.64331_051c0102_-0.64331,s1,tt/mix/422c0207_0.64331_051c0102_-0.64331.wav,tt/s1/422c0207_0.64331_051c0102_-0.64331.wav,wsj0/si_dt_05_8k/422/422a010k.wav
1392,1,422c0207_0.64331_051c0102_-0.64331_051c010v,422c0207_0.64331_051c0102_-0.64331,s2,tt/mix/422c0207_0.64331_051c0102_-0.64331.wav,tt/s2/422c0207_0.64331_051c0102_-0.64331.wav,wsj0/si_dt_05_8k/051/051c010v.wav
1393,0,422c0208_0.9755_050o020p_-0.9755_422c020a,422c0208_0.9755_050o020p_-0.9755,s1,tt/mix/422c0208_0.9755_050o020p_-0.9755.wav,tt/s1/422c0208_0.9755_050o020p_-0.9755.wav,wsj0/si_dt_05_8k/422/422c020a.wav
1393,1,422c0208_0.9755_050o020p_-0.9755_050c0114,422c0208_0.9755_050o020p_-0.9755,s2,tt/mix/422c0208_0.9755_050o020p_-0.9755.wav,tt/s2/422c0208_0.9755_050o020p_-0.9755.wav,wsj0/si_dt_05_8k/050/050c0114.wav
1394,0,422c0208_1.2433_053o0209_-1.2433_422c020t,422c0208_1.2433_053o0209_-1.2433,s1,tt/mix/422c0208_1.2433_053o0209_-1.2433.wav,tt/s1/422c0208_1.2433_053o0209_-1.2433.wav,wsj0/si_dt_05_8k/422/422c020t.wav
1394,1,422c0208_1.2433_053o0209_-1.2433_053c010p,422c0208_1.2433_053o0209_-1.2433,s2,tt/mix/422c0208_1.2433_053o0209_-1.2433.wav,tt/s2/422c0208_1.2433_053o0209_-1.2433.wav,wsj0/si_dt_05_8k/053/053c010p.wav
1395,0,422c0208_1.8436_447c020m_-1.8436_422o030c,422c0208_1.8436_447c020m_-1.8436,s1,tt/mix/422c0208_1.8436_447c020m_-1.8436.wav,tt/s1/422c0208_1.8436_447c020m_-1.8436.wav,wsj0/si_dt_05_8k/422/422o030c.wav
1395,1,422c0208_1.8436_447c020m_-1.8436_447c020r,422c0208_1.8436_447c020m_-1.8436,s2,tt/mix/422c0208_1.8436_447c020m_-1.8436.wav,tt/s2/422c0208_1.8436_447c020m_-1.8436.wav,wsj0/si_et_05_8k/447/447c020r.wav
1396,0,422c0208_1.9732_420c0206_-1.9732_422o030o,422c0208_1.9732_420c0206_-1.9732,s1,tt/mix/422c0208_1.9732_420c0206_-1.9732.wav,tt/s1/422c0208_1.9732_420c0206_-1.9732.wav,wsj0/si_dt_05_8k/422/422o030o.wav
1396,1,422c0208_1.9732_420c0206_-1.9732_420c0203,422c0208_1.9732_420c0206_-1.9732,s2,tt/mix/422c0208_1.9732_420c0206_-1.9732.wav,tt/s2/422c0208_1.9732_420c0206_-1.9732.wav,wsj0/si_dt_05_8k/420/420c0203.wav
1397,0,422c0208_2.3543_441c0214_-2.3543_422a010m,422c0208_2.3543_441c0214_-2.3543,s1,tt/mix/422c0208_2.3543_441c0214_-2.3543.wav,tt/s1/422c0208_2.3543_441c0214_-2.3543.wav,wsj0/si_dt_05_8k/422/422a010m.wav
1397,1,422c0208_2.3543_441c0214_-2.3543_441c0211,422c0208_2.3543_441c0214_-2.3543,s2,tt/mix/422c0208_2.3543_441c0214_-2.3543.wav,tt/s2/422c0208_2.3543_441c0214_-2.3543.wav,wsj0/si_et_05_8k/441/441c0211.wav
1398,0,422c020a_1.7856_440c020s_-1.7856_422a010l,422c020a_1.7856_440c020s_-1.7856,s1,tt/mix/422c020a_1.7856_440c020s_-1.7856.wav,tt/s1/422c020a_1.7856_440c020s_-1.7856.wav,wsj0/si_dt_05_8k/422/422a010l.wav
1398,1,422c020a_1.7856_440c020s_-1.7856_440c0203,422c020a_1.7856_440c020s_-1.7856,s2,tt/mix/422c020a_1.7856_440c020s_-1.7856.wav,tt/s2/422c020a_1.7856_440c020s_-1.7856.wav,wsj0/si_et_05_8k/440/440c0203.wav
1399,0,422c020a_1.8364_22gc010l_-1.8364_422c020z,422c020a_1.8364_22gc010l_-1.8364,s1,tt/mix/422c020a_1.8364_22gc010l_-1.8364.wav,tt/s1/422c020a_1.8364_22gc010l_-1.8364.wav,wsj0/si_dt_05_8k/422/422c020z.wav
1399,1,422c020a_1.8364_22gc010l_-1.8364_22ga0106,422c020a_1.8364_22gc010l_-1.8364,s2,tt/mix/422c020a_1.8364_22gc010l_-1.8364.wav,tt/s2/422c020a_1.8364_22gc010l_-1.8364.wav,wsj0/si_dt_05_8k/22g/22ga0106.wav
1400,0,422c020b_1.5462_420c020o_-1.5462_422c0201,422c020b_1.5462_420c020o_-1.5462,s1,tt/mix/422c020b_1.5462_420c020o_-1.5462.wav,tt/s1/422c020b_1.5462_420c020o_-1.5462.wav,wsj0/si_dt_05_8k/422/422c0201.wav
1400,1,422c020b_1.5462_420c020o_-1.5462_420a0103,422c020b_1.5462_420c020o_-1.5462,s2,tt/mix/422c020b_1.5462_420c020o_-1.5462.wav,tt/s2/422c020b_1.5462_420c020o_-1.5462.wav,wsj0/si_dt_05_8k/420/420a0103.wav
1401,0,422c020b_2.0537_22gc010m_-2.0537_422a010z,422c020b_2.0537_22gc010m_-2.0537,s1,tt/mix/422c020b_2.0537_22gc010m_-2.0537.wav,tt/s1/422c020b_2.0537_22gc010m_-2.0537.wav,wsj0/si_dt_05_8k/422/422a010z.wav
1401,1,422c020b_2.0537_22gc010m_-2.0537_22go0114,422c020b_2.0537_22gc010m_-2.0537,s2,tt/mix/422c020b_2.0537_22gc010m_-2.0537.wav,tt/s2/422c020b_2.0537_22gc010m_-2.0537.wav,wsj0/si_dt_05_8k/22g/22go0114.wav
1402,0,422c020c_1.6944_447o030x_-1.6944_422c020y,422c020c_1.6944_447o030x_-1.6944,s1,tt/mix/422c020c_1.6944_447o030x_-1.6944.wav,tt/s1/422c020c_1.6944_447o030x_-1.6944.wav,wsj0/si_dt_05_8k/422/422c020y.wav
1402,1,422c020c_1.6944_447o030x_-1.6944_447c020p,422c020c_1.6944_447o030x_-1.6944,s2,tt/mix/422c020c_1.6944_447o030x_-1.6944.wav,tt/s2/422c020c_1.6944_447o030x_-1.6944.wav,wsj0/si_et_05_8k/447/447c020p.wav
1403,0,422c020d_1.0729_050c010o_-1.0729_422c0209,422c020d_1.0729_050c010o_-1.0729,s1,tt/mix/422c020d_1.0729_050c010o_-1.0729.wav,tt/s1/422c020d_1.0729_050c010o_-1.0729.wav,wsj0/si_dt_05_8k/422/422c0209.wav
1403,1,422c020d_1.0729_050c010o_-1.0729_050o0211,422c020d_1.0729_050c010o_-1.0729,s2,tt/mix/422c020d_1.0729_050c010o_-1.0729.wav,tt/s2/422c020d_1.0729_050c010o_-1.0729.wav,wsj0/si_dt_05_8k/050/050o0211.wav
1404,0,422c020e_1.8826_442o0313_-1.8826_422c0204,422c020e_1.8826_442o0313_-1.8826,s1,tt/mix/422c020e_1.8826_442o0313_-1.8826.wav,tt/s1/422c020e_1.8826_442o0313_-1.8826.wav,wsj0/si_dt_05_8k/422/422c0204.wav
1404,1,422c020e_1.8826_442o0313_-1.8826_442o030s,422c020e_1.8826_442o0313_-1.8826,s2,tt/mix/422c020e_1.8826_442o0313_-1.8826.wav,tt/s2/422c020e_1.8826_442o0313_-1.8826.wav,wsj0/si_et_05_8k/442/442o030s.wav
1405,0,422c020f_2.3489_441c0210_-2.3489_422c020h,422c020f_2.3489_441c0210_-2.3489,s1,tt/mix/422c020f_2.3489_441c0210_-2.3489.wav,tt/s1/422c020f_2.3489_441c0210_-2.3489.wav,wsj0/si_dt_05_8k/422/422c020h.wav
1405,1,422c020f_2.3489_441c0210_-2.3489_441o030o,422c020f_2.3489_441c0210_-2.3489,s2,tt/mix/422c020f_2.3489_441c0210_-2.3489.wav,tt/s2/422c020f_2.3489_441c0210_-2.3489.wav,wsj0/si_et_05_8k/441/441o030o.wav
1406,0,422c020g_0.78713_053o0209_-0.78713_422a0109,422c020g_0.78713_053o0209_-0.78713,s1,tt/mix/422c020g_0.78713_053o0209_-0.78713.wav,tt/s1/422c020g_0.78713_053o0209_-0.78713.wav,wsj0/si_dt_05_8k/422/422a0109.wav
1406,1,422c020g_0.78713_053o0209_-0.78713_053c0102,422c020g_0.78713_053o0209_-0.78713,s2,tt/mix/422c020g_0.78713_053o0209_-0.78713.wav,tt/s2/422c020g_0.78713_053o0209_-0.78713.wav,wsj0/si_dt_05_8k/053/053c0102.wav
1407,0,422c020g_1.3764_052o020l_-1.3764_422c020h,422c020g_1.3764_052o020l_-1.3764,s1,tt/mix/422c020g_1.3764_052o020l_-1.3764.wav,tt/s1/422c020g_1.3764_052o020l_-1.3764.wav,wsj0/si_dt_05_8k/422/422c020h.wav
1407,1,422c020g_1.3764_052o020l_-1.3764_052a050p,422c020g_1.3764_052o020l_-1.3764,s2,tt/mix/422c020g_1.3764_052o020l_-1.3764.wav,tt/s2/422c020g_1.3764_052o020l_-1.3764.wav,wsj0/si_dt_05_8k/052/052a050p.wav
1408,0,422c020i_1.3562_442o0306_-1.3562_422c0203,422c020i_1.3562_442o0306_-1.3562,s1,tt/mix/422c020i_1.3562_442o0306_-1.3562.wav,tt/s1/422c020i_1.3562_442o0306_-1.3562.wav,wsj0/si_dt_05_8k/422/422c0203.wav
1408,1,422c020i_1.3562_442o0306_-1.3562_442c020e,422c020i_1.3562_442o0306_-1.3562,s2,tt/mix/422c020i_1.3562_442o0306_-1.3562.wav,tt/s2/422c020i_1.3562_442o0306_-1.3562.wav,wsj0/si_et_05_8k/442/442c020e.wav
1409,0,422c020i_1.9066_423c0210_-1.9066_422a0110,422c020i_1.9066_423c0210_-1.9066,s1,tt/mix/422c020i_1.9066_423c0210_-1.9066.wav,tt/s1/422c020i_1.9066_423c0210_-1.9066.wav,wsj0/si_dt_05_8k/422/422a0110.wav
1409,1,422c020i_1.9066_423c0210_-1.9066_423c020x,422c020i_1.9066_423c0210_-1.9066,s2,tt/mix/422c020i_1.9066_423c0210_-1.9066.wav,tt/s2/422c020i_1.9066_423c0210_-1.9066.wav,wsj0/si_dt_05_8k/423/423c020x.wav
1410,0,422c020i_2.3338_421a010r_-2.3338_422c020q,422c020i_2.3338_421a010r_-2.3338,s1,tt/mix/422c020i_2.3338_421a010r_-2.3338.wav,tt/s1/422c020i_2.3338_421a010r_-2.3338.wav,wsj0/si_dt_05_8k/422/422c020q.wav
1410,1,422c020i_2.3338_421a010r_-2.3338_421a010q,422c020i_2.3338_421a010r_-2.3338,s2,tt/mix/422c020i_2.3338_421a010r_-2.3338.wav,tt/s2/422c020i_2.3338_421a010r_-2.3338.wav,wsj0/si_dt_05_8k/421/421a010q.wav
1411,0,422c020j_1.7896_440o030c_-1.7896_422o030s,422c020j_1.7896_440o030c_-1.7896,s1,tt/mix/422c020j_1.7896_440o030c_-1.7896.wav,tt/s1/422c020j_1.7896_440o030c_-1.7896.wav,wsj0/si_dt_05_8k/422/422o030s.wav
1411,1,422c020j_1.7896_440o030c_-1.7896_440c020j,422c020j_1.7896_440o030c_-1.7896,s2,tt/mix/422c020j_1.7896_440o030c_-1.7896.wav,tt/s2/422c020j_1.7896_440o030c_-1.7896.wav,wsj0/si_et_05_8k/440/440c020j.wav
1412,0,422c020j_1.9204_052c010o_-1.9204_422o0307,422c020j_1.9204_052c010o_-1.9204,s1,tt/mix/422c020j_1.9204_052c010o_-1.9204.wav,tt/s1/422c020j_1.9204_052c010o_-1.9204.wav,wsj0/si_dt_05_8k/422/422o0307.wav
1412,1,422c020j_1.9204_052c010o_-1.9204_052o0209,422c020j_1.9204_052c010o_-1.9204,s2,tt/mix/422c020j_1.9204_052c010o_-1.9204.wav,tt/s2/422c020j_1.9204_052c010o_-1.9204.wav,wsj0/si_dt_05_8k/052/052o0209.wav
1413,0,422c020j_2.4859_22ha010w_-2.4859_422o0306,422c020j_2.4859_22ha010w_-2.4859,s1,tt/mix/422c020j_2.4859_22ha010w_-2.4859.wav,tt/s1/422c020j_2.4859_22ha010w_-2.4859.wav,wsj0/si_dt_05_8k/422/422o0306.wav
1413,1,422c020j_2.4859_22ha010w_-2.4859_22ho010d,422c020j_2.4859_22ha010w_-2.4859,s2,tt/mix/422c020j_2.4859_22ha010w_-2.4859.wav,tt/s2/422c020j_2.4859_22ha010w_-2.4859.wav,wsj0/si_dt_05_8k/22h/22ho010d.wav
1414,0,422c020k_0.014693_445o030p_-0.014693_422o0310,422c020k_0.014693_445o030p_-0.014693,s1,tt/mix/422c020k_0.014693_445o030p_-0.014693.wav,tt/s1/422c020k_0.014693_445o030p_-0.014693.wav,wsj0/si_dt_05_8k/422/422o0310.wav
1414,1,422c020k_0.014693_445o030p_-0.014693_445c020s,422c020k_0.014693_445o030p_-0.014693,s2,tt/mix/422c020k_0.014693_445o030p_-0.014693.wav,tt/s2/422c020k_0.014693_445o030p_-0.014693.wav,wsj0/si_et_05_8k/445/445c020s.wav
1415,0,422c020k_0.088435_441o030y_-0.088435_422c0216,422c020k_0.088435_441o030y_-0.088435,s1,tt/mix/422c020k_0.088435_441o030y_-0.088435.wav,tt/s1/422c020k_0.088435_441o030y_-0.088435.wav,wsj0/si_dt_05_8k/422/422c0216.wav
1415,1,422c020k_0.088435_441o030y_-0.088435_441c020h,422c020k_0.088435_441o030y_-0.088435,s2,tt/mix/422c020k_0.088435_441o030y_-0.088435.wav,tt/s2/422c020k_0.088435_441o030y_-0.088435.wav,wsj0/si_et_05_8k/441/441c020h.wav
1416,0,422c020l_0.55911_050o0212_-0.55911_422a0108,422c020l_0.55911_050o0212_-0.55911,s1,tt/mix/422c020l_0.55911_050o0212_-0.55911.wav,tt/s1/422c020l_0.55911_050o0212_-0.55911.wav,wsj0/si_dt_05_8k/422/422a0108.wav
1416,1,422c020l_0.55911_050o0212_-0.55911_050a050m,422c020l_0.55911_050o0212_-0.55911,s2,tt/mix/422c020l_0.55911_050o0212_-0.55911.wav,tt/s2/422c020l_0.55911_050o0212_-0.55911.wav,wsj0/si_dt_05_8k/050/050a050m.wav
1417,0,422c020m_1.9739_22ho0102_-1.9739_422o030h,422c020m_1.9739_22ho0102_-1.9739,s1,tt/mix/422c020m_1.9739_22ho0102_-1.9739.wav,tt/s1/422c020m_1.9739_22ho0102_-1.9739.wav,wsj0/si_dt_05_8k/422/422o030h.wav
1417,1,422c020m_1.9739_22ho0102_-1.9739_22ho0108,422c020m_1.9739_22ho0102_-1.9739,s2,tt/mix/422c020m_1.9739_22ho0102_-1.9739.wav,tt/s2/422c020m_1.9739_22ho0102_-1.9739.wav,wsj0/si_dt_05_8k/22h/22ho0108.wav
1418,0,422c020m_1.9828_22go010r_-1.9828_422a010y,422c020m_1.9828_22go010r_-1.9828,s1,tt/mix/422c020m_1.9828_22go010r_-1.9828.wav,tt/s1/422c020m_1.9828_22go010r_-1.9828.wav,wsj0/si_dt_05_8k/422/422a010y.wav
